Node,Storage,Invest_storage,Powercap_kW,Energycap_kWh
337,4,1,0.0,0.0
337,5,1,0.0,0.0
338,1,1,0.0,0.0
338,2,1,0.0,0.0
338,3,1,0.0,0.0
338,4,1,0.0,0.0
338,5,1,0.0,0.0
339,1,1,0.0,0.0
339,2,1,0.0,0.0
339,3,1,0.0,0.0
339,4,1,0.0,0.0
339,5,1,0.0,0.0
340,1,1,0.0,0.0
340,2,1,0.0,0.0
340,3,1,0.0,0.0
340,4,1,0.0,0.0
340,5,1,0.0,0.0
