Node,Storage,Invest_storage,Powercap_kW,Energycap_kWh
1,1,1,0.0,0.0
1,2,1,0.0,0.0
1,3,1,0.0,0.0
1,4,1,0.0,0.0
1,5,1,0.0,0.0
2,1,1,0.0,0.0
2,2,1,0.0,0.0
2,3,1,0.0,0.0
2,4,1,0.0,0.0
2,5,1,0.0,0.0
3,1,1,0.0,0.0
3,2,1,0.0,0.0
3,3,1,0.0,0.0
3,4,1,0.0,0.0
3,5,1,0.0,0.0
4,1,1,0.0,0.0
4,2,1,0.0,0.0
4,3,1,0.0,0.0
4,4,1,0.0,0.0
4,5,1,0.0,0.0
5,1,1,148213.5276492904,580960.717079609
5,2,1,0.0,0.0
5,3,1,0.0,0.0
5,4,1,0.0,0.0
5,5,1,0.0,0.0
