1,2,3,4,5
1.470532274e6,327249.2839430604,570810.1647582967,872686.7388695615,435662.45942908135
1.4224947210000001e6,327552.7237031634,571339.4447535701,873495.9319455461,436066.42459772044
1.3789314019999998e6,326464.8284800568,569441.8648901123,870594.8049421639,434618.12468766695
1.3710508300000003e6,319429.4363591514,557170.2617645516,851833.2867115244,425252.0041647726
1.3632936290000002e6,325205.0521175711,567244.4784073537,867235.3166883293,432941.00178674556
1.4177447409999997e6,339434.74845756515,592064.8698056913,905182.1294190615,451884.80031768256
1.6840545810000002e6,399616.9645288681,697038.7302745716,1.0656720814470295e6,532004.5547495309
1.903724954e6,461195.5355416189,804448.2067502622,1.2298857404468625e6,613983.2572612565
2.0040675920000002e6,479315.3183399266,836053.9480367312,1.2782063783677425e6,638105.8742555996
2.029492298e6,470627.76624321315,820900.5365947856,1.2550389892242437e6,626540.2559377579
2.0417846139999998e6,470620.226813528,820887.3858155111,1.255018883571985e6,626530.2187989756
2.0302813250000002e6,468301.80212815886,816843.4338756028,1.2488362620132423e6,623443.7319829961
2.0141089739999997e6,462700.66751703364,807073.5589604108,1.2338995268159765e6,615987.0187065792
1.9919425180000004e6,467616.5339266287,815648.1430859456,1.2470088341122894e6,622531.4438751355
1.9668350820000004e6,467639.88609127846,815688.8754988346,1.2470711081199457e6,622562.5322899418
1.9560584730000002e6,505694.17445183604,882065.7193138056,1.3485517665624411e6,673223.6816719174
2.0657552139999997e6,497019.66347868246,866935.0550748426,1.3254191546244214e6,661675.4248220533
2.2079395479999995e6,570961.7848647204,995909.8659052495,1.5226031117593937e6,760113.551470636
2.1552800139999995e6,546934.1945193401,953999.330186009,1.458527923545835e6,728125.9517488156
2.0320216810000003e6,507625.6438005344,885434.7177845491,1.3537024812311865e6,675795.0201837299
2.0285584379999998e6,478085.77148191066,833909.2898845554,1.2749275041563755e6,636468.9954771582
1.9102354560000002e6,471421.2483166988,822284.5812828038,1.2571549947192539e6,627596.6076812434
1.752093992e6,441562.7993864117,770203.4706751182,1.177530458614205e6,587846.4663242653
1.619311731999999e6,407849.8970098893,711399.1636705183,1.0876271210780581e6,542964.9442415345
1.5057535409999997e6,404533.6951852474,705614.8218773521,1.0787836934594861e6,538550.1304779145
1.4358201480000003e6,381439.7310479506,665332.7796516274,1.0171982378468323e6,507805.4544535895
1.4157834200000002e6,388321.374303734,677336.203687614,1.035549748776336e6,516966.8912323168
1.3674399360000002e6,373774.5719212999,651962.6946471228,996757.2986320747,497600.93379950314
1.428006783e6,373675.98757096013,651790.7372066602,996494.4004091512,497469.6898132283
1.4567240169999998e6,411533.7515225889,717824.7899576201,1.0974509805604126e6,547869.2089593785
1.8026170949999995e6,458728.6314196063,800145.2670115953,1.2233071637502129e6,610699.1018185855
2.070793587e6,530997.7989958504,926201.9995247776,1.4160297983516199e6,706910.0481277521
2.148174456e6,545337.7408625878,951214.6885701141,1.4542706065589783e6,726000.6150083195
2.1658328140000007e6,546515.5939864966,953269.1790417768,1.4574116273404025e6,727568.6746313244
2.1739845359999994e6,545339.1857728625,951217.2088795919,1.4542744597501e6,726002.5385974452
2.166722354e6,524326.0821293307,914564.7431863912,1.3982381052278013e6,698028.0834564766
2.1396441699999995e6,508963.7321641333,887768.7013156482,1.357270806748292e6,677576.3987719268
2.01076495e6,483883.4656532412,844022.0171769742,1.290388411383974e6,644187.3857858106
1.9427075300000005e6,467982.0589983975,816285.7164487521,1.2479835921897201e6,623018.0623631303
1.926350641e6,460389.578769572,803042.4028557602,1.2277364682510835e6,612910.2981235841
2.0337884890000005e6,477415.22766063403,832739.6823471797,1.2731393422584846e6,635576.3097337016
2.174897594e6,506434.3769791989,883356.830241559,1.3505256896889457e6,674209.103090296
2.122514114e6,484177.4194631866,844534.7511413223,1.2911723079556893e6,644578.7224398018
1.9755128530000001e6,455344.70954851696,794242.8033683079,1.2142831447922853e6,606194.1332908893
1.8382855539999998e6,427073.6011953262,744930.4387313474,1.1388916235162094e6,568557.1965571175
1.711024578e6,401218.22174844774,699831.7505871468,1.0699422082574198e6,534136.2864069851
1.6315989309999996e6,366883.8845535553,639943.4952640471,978381.669463171,488427.45671922667
1.4884059959999996e6,340844.61216803547,594524.0487140865,908941.8606823847,453761.7324354932
1.3551470350000001e6,319794.18498816836,557806.4808037984,852805.9742227953,425737.58898523776
1.3239172650000004e6,313868.1225081652,547469.8448918094,837002.7428827662,417848.30371725914
1.2974354949999996e6,305846.04963088594,533477.2069687896,815610.00969205,407168.62870827457
1.295252139e6,306578.17759858316,534754.2337076413,817562.4001170692,408143.3005767065
1.366004503e6,334604.07746992575,583638.8892531184,892300.0156372988,445453.7946396568
1.4189273810000005e6,339380.8034102718,591970.7752336195,905038.2723360653,451812.9840200434
1.6601557379999992e6,399472.4671237432,696786.6882024464,1.0652867453273165e6,531812.187346494
1.9046477019999998e6,459537.8562221388,801556.7712242078,1.225465150913471e6,611776.4116401824
1.999692728e6,486198.1454669695,848059.4370604255,1.2965610463667936e6,647268.8871058109
2.0107267149999999e6,482558.31251442013,841710.5961330947,1.2868545806684822e6,642423.227684003
2.0378184349999996e6,496071.3777051462,865280.9913833714,1.3228903288642778e6,660412.9850472047
2.0625315119999996e6,500614.3019753259,873205.0647989056,1.3350050987378901e6,666460.9174878788
2.0765297300000007e6,494438.23827783373,862432.3599842583,1.318535180691704e6,658238.8090462043
2.088070933e6,494117.81985793874,861873.4646710338,1.3176807100491326e6,657812.2404218949
2.07335792e6,530074.8478003009,924592.1261045899,1.4135685331678584e6,705681.3359272509
2.0738354710000008e6,518671.5693408638,904701.7624717434,1.3831590246388214e6,690500.308548571
2.1409059959999993e6,514700.6801836085,897775.4710929538,1.3725697201572242e6,685213.9185662136
2.2359129359999998e6,522564.4977131352,911492.069416938,1.393540428457084e6,695682.910412843
2.152634056e6,497510.57330183696,867791.3329363553,1.32672828046111e6,662328.9663006974
2.0079255269999995e6,492644.6632337235,859303.8860145091,1.313752193431036e6,655851.0473207313
1.9133672239999997e6,436921.61261513224,762108.0012101673,1.1651536488039284e6,581667.7183707721
1.7816475349999995e6,406371.81594398443,708820.9954722893,1.0836854722846758e6,540997.1952990503
1.5846894679999999e6,364694.5887496247,636124.7785857744,972543.4002619913,485512.8774026097
1.4239418590000002e6,335213.62092294265,584702.095854067,893925.5057890363,446265.2714339541
1.4172564420000003e6,350638.96167888865,611608.0104897319,935060.7839417018,466800.8148896777
1.362863139e6,328353.5827985381,572736.356938284,875631.6099944495,437132.5972687285
1.3006473560000001e6,311453.1698962871,543257.5224639032,830562.7070361145,414633.3106036957
1.24791507e6,300649.4160344927,524412.889872035,801751.9710381734,400250.4220552987
1.379380952e6,354004.0925971613,617477.6976919404,944034.6924299094,471280.7672809886
1.4734670969999996e6,367781.6932424384,641509.5134366401,980775.8862736397,489622.697047281
1.7061231380000003e6,410633.12465056765,716253.8561208523,1.0950492484056093e6,546670.2168229711
1.874684784e6,477125.1781637734,832233.7585477564,1.2723658574505846e6,635190.1708378852
2.003326702e6,492022.9046379842,858219.3729417911,1.3120941287448679e6,655023.3086753564
2.0058562949999992e6,481269.00759654737,839461.7039621872,1.2834163476168162e6,640706.7938244493
2.0173396750000005e6,489201.4472402992,853297.9975834533,1.304570052830699e6,651267.1413455489
1.9985382030000004e6,481057.6523153125,839093.0438953092,1.2828527193365607e6,640425.4194528183
1.9813477449999996e6,465589.1156834182,812111.7841136756,1.2416022492798534e6,619832.3699230525
1.9634878420000002e6,457735.61987384985,798413.1896263971,1.2206590662598705e6,609377.1192398829
1.93650321e6,482896.76813697605,842300.9531457875,1.2877571517297279e6,642873.8089875083
1.930938537e6,476672.67444727814,831444.4711951481,1.2711591504781004e6,634587.7588794731
2.0267463059999996e6,514329.6820432661,897128.35123661,1.371580366862632e6,684720.0138574922
2.159411554000001e6,504327.44625204144,879681.780258219,1.3449070662250454e6,671404.1752646944
2.1644287920000004e6,460144.66410493344,802615.2062599737,1.227083346027531e6,612584.2466075622
1.9913602280000001e6,422134.7332439401,736315.7337728464,1.1257209772300818e6,561982.149753132
1.7954650799999998e6,380648.0123226744,663951.8107139053,1.0150869347321598e6,506751.45023126114
1.6824752519999994e6,360064.7352244865,628049.0773293868,960196.8132026914,479349.2172434356
1.5714140480000002e6,337446.1247648661,588596.1788921633,899878.9993271946,449237.37301577604
1.490324404e6,317876.53780362784,554461.5918794693,847692.1195869206,423184.65172998176
1.3760633019999994e6,301762.40318795637,526354.2367644946,804720.0115412929,401732.12650625576
1.304984251e6,291524.05256493104,508495.8184493634,777417.0554921493,388101.9514935563
1.2740029070000001e6,287211.87951638346,500974.2368017288,765917.6377093653,382361.2149725227
1.257978264e6,288361.5091316618,502979.49793538544,768983.3939053045,383891.7010276482
1.2813669149999998e6,301072.18755550537,525150.3163337728,802879.3901588938,400813.25195182796
1.311818661e6,309695.3242707098,540191.3701439794,825875.0006248513,412293.1149604597
1.429027709e6,344701.082585614,601250.7632477891,919226.0408392133,458895.7983273841
1.5644656010000005e6,397023.5057260663,692515.0453678119,1.058756017100794e6,528551.9188053276
1.6551700369999998e6,411898.63868026476,718461.2506278513,1.0984240374907465e6,548354.9782011373
1.707199138e6,419822.9478486075,732283.3625282227,1.119556060890738e6,558904.501732432
1.9023826019999997e6,459026.2283553035,800664.3555603925,1.2241007755686466e6,611095.2885156573
1.9175993459999992e6,451527.20498830365,787584.0556982594,1.2041028762058096e6,601111.9421076272
1.8955331710000006e6,441695.2302630716,770434.4654984359,1.1778836165141566e6,588022.7697243365
1.9325860620000002e6,458999.9304543611,800618.4849965551,1.2240306460663415e6,611060.2784827417
1.9655659940000002e6,476097.1391867896,830440.5839661056,1.2696243511241386e6,633821.5567229659
1.964833109e6,479408.87027334794,836217.1275978483,1.2784558564741837e6,638230.4186546205
1.964179175e6,494457.05933912756,862465.1889425637,1.3185853714527185e6,658263.8652655903
2.0880498559999997e6,523239.8393128521,912670.0455614773,1.3953413847530878e6,696581.9833725827
2.1719760930000003e6,509601.8414428524,888881.7343470139,1.358972474354033e6,678425.9048561009
2.0493690490000003e6,475531.79631329287,829454.4749825281,1.2681167321534555e6,633068.9235507231
1.9386498180000002e6,463548.90890155814,808553.1185139758,1.236161560818666e6,617116.2707658006
1.8316863630000006e6,449429.05036316445,783924.3135810776,1.198507656270125e6,598318.697785633
1.69749067e6,426475.77883903246,743887.6768539778,1.1372973904097187e6,567761.3238972708
1.614310729e6,385041.8893963532,671615.9060058314,1.0268042354034415e6,512600.958194374
1.5364234410000003e6,358302.0170683874,624974.4260147014,955496.1130494102,477002.5348675009
1.470240719e6,353991.14758342056,617455.1181301546,944000.1715237368,471263.5337626883
1.4192596049999997e6,364863.04671828495,636418.6142809581,972992.6328272559,485737.14317350055
1.3995929179999998e6,360715.80420039094,629184.7155343882,961933.0408714435,480215.9763937777
1.360801988e6,352068.0383058107,614100.701856499,938871.7509394482,468703.32489824266
1.3595918719999997e6,338985.98190019437,591282.1010568514,903985.3884552714,451287.36358768283
1.4271955779999997e6,345068.89768146805,601892.3310243029,920206.9058013614,459385.46549286775
1.5077720159999996e6,350270.50318118994,610965.3204485379,934078.2031980825,466310.2911721897
1.6726376040000005e6,366690.95373229246,639606.9723768312,977867.1743137657,488170.6105771108
1.8008136640000003e6,385763.85879347613,672875.2134840839,1.0287295356245672e6,513562.1060978722
1.8009373580000005e6,371647.88973640493,648253.1928455553,991086.0032874807,494769.711130559
1.8344910360000005e6,376287.6450943134,656346.1655432334,1.0034589958992848e6,500946.55346316844
1.83473491e6,373236.8357034432,651024.7390451641,995323.2992641337,496885.05298725876
1.8226132020000005e6,368771.6426225687,643236.2495870326,983415.8177832902,490940.6030071085
1.813691487e6,368505.2410356962,642771.5740593667,982705.3956571476,490585.9462477896
1.8385393350000002e6,369791.43439817464,645015.0388465199,986135.331018755,492298.23773655033
1.9386100039999995e6,390283.1741612025,680758.1066674207,1.040781346839135e6,519578.60833224194
2.0911548790000011e6,427546.53625753865,745755.3638084285,1.140152815449668e6,569186.8084843648
2.0602037689999999e6,416230.5609617854,726017.2802131298,1.1099761212213696e6,554122.0066037154
2.066577973e6,445767.67056806193,777537.8892048248,1.1887437308776805e6,593444.3533494327
1.7957080270000007e6,424630.0753418647,740668.2769377457,1.1323753904393725e6,565304.1642810167
1.6599485690000004e6,386085.44981249154,673436.1541233948,1.0295871332768913e6,513990.23578722234
1.657434494e6,374902.40032930305,653929.9286518375,999764.9168108694,499102.3962079898
1.5015468759999995e6,355211.78426028794,619584.2345463536,947255.2846535338,472888.5505398244
1.3878208509999998e6,350078.65937977965,610630.6936143053,933566.6068413,466054.892164615
1.3494410189999996e6,347453.0783913326,606050.9790354262,926564.8811756619,462559.49239757954
1.314587904e6,327295.72055905167,570891.1626205544,872810.5729647358,435724.2798556581
1.303342556e6,329623.30801047996,574951.0968719928,879017.6291817761,438822.96493575134
1.3778059949999994e6,347089.93841524527,605417.5659165855,925596.4835135909,462076.04915457836
1.4416659100000004e6,370855.36787120486,646870.8230172743,988972.5584123968,493714.6376991241
1.7341465559999999e6,433428.2142441701,756014.5813081635,1.1558376851593528e6,577017.0052883145
1.9024096920000005e6,495815.5351464275,864834.7336212924,1.3222080648558065e6,660072.3853764735
1.9851283519999997e6,514714.124879418,897798.922233741,1.3726055735824779e6,685231.8173043627
1.9988201820000003e6,482984.05365086277,842453.2023973748,1.2879899189631548e6,642990.0109886075
2.010430598e6,490728.3765667309,855961.3701961994,1.3086419669333426e6,653299.9213037272
2.0054395120000003e6,489177.37024743046,853256.000876537,1.3045058458991044e6,651235.0879769288
1.9929201090000004e6,485075.0755332368,846100.5031059035,1.2935661177723517e6,645773.7595885084
1.98073785e6,498325.3006881503,869212.4351249102,1.328900941550731e6,663413.6016362088
1.9624927080000003e6,469104.92870334047,818244.3011507804,1.250977986827273e6,624512.923318606
1.959802771e6,463639.83205344493,808711.7127779067,1.2364040286644367e6,617237.3155042116
2.0571831269999994e6,490913.4744377343,856284.2303258557,1.3091355736892424e6,653546.3395471674
2.212852092e6,509429.18578885094,888580.5767673255,1.3585120476792282e6,678196.0507645952
2.148017400999999e6,493601.8938947321,860973.5519790557,1.3163048728252773e6,657125.395300935
2.0057253050000004e6,461161.5263108672,804388.8855674174,1.2297950468804212e6,613937.9812412938
1.873407935e6,502267.39012281323,876088.4920946285,1.3394134448375735e6,668661.6509449845
1.7454810829999996e6,481394.41207417694,839680.4428687317,1.2837507679807167e6,640873.743076375
1.6091663520000002e6,449679.9143442615,784361.887373926,1.1991766437371888e6,598652.6695446237
1.480764065e6,405449.3451492128,707211.959999381,1.0812254882019248e6,539769.122649481
1.4038910089999998e6,384358.08850105875,670423.1745901908,1.024980720417678e6,511690.62349107297
1.3907841849999998e6,369612.2729399965,644702.5334065423,985657.5550958113,492059.7225576497
1.384208227e6,378216.2525061753,659710.1720316648,1.0086020785442274e6,503514.0819179324
1.3888430720000004e6,380002.79685004434,662826.3825821797,1.0133663167986589e6,505892.48376911716
1.4029675629999998e6,393305.46681950334,686029.7923666098,1.0488409969386011e6,523602.1448752856
1.532944899e6,415244.2781415917,724296.939522664,1.1073459674511696e6,552808.9818845748
1.8426758099999998e6,485487.67899134755,846820.1937498868,1.2946664213756672e6,646323.0528830987
2.110216998e6,541853.8994859244,945137.9386189943,1.4449801288744858e6,721362.6250205952
