1.0,2.0,3.0,4.0,5.0
1.1543968727416005e6,230580.89288471427,1.3960417223838002e6,1.907213179068457e6,992553.1428881857
1.1717887420513714e6,234991.54326078566,1.4098163246007143e6,1.955404272179943e6,1.0144606161411715e6
1.178614797655543e6,236879.25240849995,1.417567464988143e6,1.993270918028857e6,1.0227364259447142e6
1.1838828326682288e6,237061.8959277857,1.4253114301342003e6,2.0240242102352001e6,1.032804905168e6
1.1841912424240573e6,237982.5994825,1.4457695899086003e6,2.0401437761008e6,1.0363795848886e6
1.1827902418373714e6,239391.03401385713,1.4455357861041715e6,2.0569372886218284e6,1.0364193359914286e6
1.1842978375740573e6,239296.76639099998,1.4368174627031144e6,2.0528279032168002e6,1.0364453610896572e6
1.184722425016286e6,239487.41572678572,1.4321232460458002e6,2.0535398144423428e6,1.0363673438583143e6
1.1831160237738285e6,239736.1158965,1.4290737685596854e6,2.0486017781853715e6,1.0354299331849143e6
1.175490905270743e6,239734.82326272855,1.4199174320625572e6,2.0312566522445572e6,1.0350328067830001e6
1.1856925059033143e6,239009.9390063143,1.3922621084081144e6,2.0253571172436287e6,1.0364980587601142e6
1.1270187707474856e6,235991.68795414284,1.3711990030324573e6,2.0204054799681713e6,1.0359812419948571e6
1.0989669094410858e6,234197.10438484285,1.3590175307543857e6,2.0378657161983284e6,1.0369839392793142e6
1.098103233412743e6,236128.46644528568,1.350865531854143e6,2.0582182892332284e6,1.0415880582324285e6
1.1274006910422288e6,233473.7576153714,1.325988919926657e6,2.074526753581829e6,1.0368397622416858e6
1.146747794431086e6,235003.11877035713,1.3058423054834856e6,2.0822854842289716e6,1.0332322025054857e6
1.162900816764343e6,238434.4602423571,1.304591818316257e6,2.067303122137314e6,1.0258679609436429e6
1.1757923593181716e6,239658.726337,1.3312963977745143e6,2.039873207161543e6,1.0193559402932001e6
1.182064199854e6,239415.95255092857,1.364841398976029e6,2.0005678176734857e6,1.0122330604145428e6
1.1839982204880572e6,238280.27029599997,1.3999079492060856e6,1.9623677418906859e6,1.0093980292264714e6
1.1842021531549718e6,237070.49091692854,1.4110883916761144e6,1.9406080679266858e6,1.0022391441840428e6
1.1847509696117146e6,236669.3683187857,1.4164490256631717e6,1.930065062416743e6,995453.1964317999
1.1843491825570285e6,236092.84555914282,1.4243112121192857e6,1.9063285216551998e6,995084.9929136141
1.1838271419317143e6,236692.9352245,1.4303847088392e6,1.8916036786722858e6,992286.5975512427
1.183608060804343e6,237633.32407692852,1.4268297389654287e6,1.8739699154108574e6,981651.1827985572
1.1840521972149715e6,238154.98446635713,1.4161357165918287e6,1.8570393052401717e6,969693.3233364286
1.1845628448636e6,237269.11141199997,1.399620582959143e6,1.835279674665543e6,955069.8752289858
1.1846229460969144e6,236105.87667171427,1.3832226012763428e6,1.8357152042952e6,934251.1038898571
1.1845766755771427e6,235783.32197835713,1.365195931004343e6,1.7951922607125717e6,911002.1910315572
1.1842445061613144e6,234230.4361778571,1.3341892374373141e6,1.7290791593117714e6,881417.7044517428
1.1824475751896573e6,231539.9966328571,1.2830280003236858e6,1.645218221193086e6,836701.5646451715
1.1795107770880572e6,227194.22456192854,1.2006139861461713e6,1.5192088221973714e6,752982.0360781285
1.1801544916270287e6,220331.04562252853,1.1204075789255e6,1.422726832072857e6,668850.3464598857
1.2207889120696e6,216358.60679922855,1.0417890057666714e6,1.2448004619982287e6,595601.7286930571
1.2121921637002858e6,224307.49832305714,884120.648100043,1.1020450561880858e6,530986.7432684285
1.2792700569225145e6,214138.94424634284,894753.9543007715,1.0571191108877002e6,482645.47666409996
1.2383433885443427e6,201301.93542069997,763259.0690561144,963305.1917794714,471328.10568980005
1.1810462384614856e6,195310.2951464,716920.1809221144,925705.4608474285,399067.0950037857
1.1543116211843432e6,185670.33847639995,728204.5328799713,938194.2783656715,361336.89877470006
1.1284683518985144e6,162737.97497464286,706486.4927295144,850814.5959249715,293698.24929748575
1.099989091673543e6,142799.36768114284,646457.4411688572,717255.0549349143,216335.20342322855
1.0419783892626858e6,116502.7904552857,579426.4305994286,582192.0356997143,148565.8877299286
967915.1566533144,101422.60474642855,516188.59973177145,474698.13135200005,98506.3153143
912111.4544776572,91128.85758814286,467110.18828274286,393204.6473388572,65929.98876972857
868266.3707449714,82786.76213792857,430927.1489742,336944.2612756572,53260.46439221428
836849.0909022287,77459.60173007143,417897.5409378,336811.40007880004,68247.46046867142
815888.0233792,74367.17315657141,430405.67373705714,390933.4955594286,103757.25485951429
817560.2448741716,74033.70144071429,463644.4129724857,472601.5252276,145802.60666391428
829927.4133757144,76870.18648671429,501159.9374391714,541377.4655178286,175472.88257069996
849648.6520438286,81112.88800235713,518746.60664114286,566243.8987886286,180351.50096558573
875793.8103216572,82603.42547435712,507297.91741888574,565784.4625739428,174574.56272214287
883855.334847943,83940.88203085714,489772.5407974,555003.0800558286,164289.6054521714
887349.7533182858,84451.41745449998,463270.83795054286,539558.0303332572,162167.19645464286
881166.1745029716,83942.71886321428,431188.72102602856,517079.6278689143,164349.02258597146
863236.1454614288,83234.32540321429,386167.6560531715,487412.3154571429,174573.3303139143
822817.1667585716,81115.07140685714,330232.5674963714,458762.8733602286,177313.1779294857
