Node,Storage,Invest_storage,Powercap_MW,Energycap_MWh
11,1,1,0.0,100000.0
11,2,1,0.0,100000.0
11,3,1,0.0,100000.0
11,4,1,0.0,100000.0
11,5,1,0.0,100000.0
12,1,1,0.0,100000.0
12,2,1,0.0,100000.0
12,3,1,0.0,100000.0
12,4,1,0.0,100000.0
12,5,1,0.0,100000.0
13,1,1,0.0,100000.0
13,2,1,0.0,100000.0
13,3,1,0.0,100000.0
13,4,1,0.0,100000.0
13,5,1,0.0,100000.0
14,1,1,0.0,100000.0
14,2,1,0.0,100000.0
14,3,1,0.0,100000.0
14,4,1,0.0,100000.0
14,5,1,0.0,100000.0
15,1,1,0.0,100000.0
15,2,1,0.0,100000.0
15,3,1,0.0,100000.0
15,4,1,0.0,100000.0
15,5,1,0.0,100000.0
16,1,1,0.0,100000.0
16,2,1,0.0,100000.0
16,3,1,0.0,100000.0
16,4,1,0.0,100000.0
16,5,1,0.0,100000.0
17,1,1,0.0,100000.0
17,2,1,0.0,100000.0
17,3,1,0.0,100000.0
17,4,1,0.0,100000.0
17,5,1,0.0,100000.0
18,1,1,0.0,100000.0
18,2,1,0.0,100000.0
18,3,1,0.0,100000.0
18,4,1,0.0,100000.0
18,5,1,0.0,100000.0
19,1,1,0.0,100000.0
19,2,1,0.0,100000.0
19,3,1,0.0,100000.0
19,4,1,0.0,100000.0
19,5,1,0.0,100000.0
20,1,1,0.0,100000.0
20,2,1,0.0,100000.0
20,3,1,0.0,100000.0
20,4,1,0.0,100000.0
20,5,1,0.0,100000.0
22,1,1,0.0,100000.0
22,2,1,0.0,100000.0
22,3,1,0.0,100000.0
22,4,1,0.0,100000.0
22,5,1,0.0,100000.0
24,1,1,0.0,100000.0
24,2,1,0.0,100000.0
24,3,1,0.0,100000.0
24,4,1,0.0,100000.0
24,5,1,0.0,100000.0
25,1,1,0.0,100000.0
25,2,1,0.0,100000.0
25,3,1,0.0,100000.0
25,4,1,0.0,100000.0
25,5,1,0.0,100000.0
26,1,1,0.0,100000.0
26,2,1,0.0,100000.0
26,3,1,0.0,100000.0
26,4,1,0.0,100000.0
26,5,1,0.0,100000.0
27,1,1,0.0,100000.0
27,2,1,0.0,100000.0
27,3,1,0.0,100000.0
27,4,1,0.0,100000.0
27,5,1,0.0,100000.0
29,1,1,0.0,100000.0
29,2,1,0.0,100000.0
29,3,1,0.0,100000.0
29,4,1,0.0,100000.0
29,5,1,0.0,100000.0
30,1,1,0.0,100000.0
30,2,1,0.0,100000.0
30,3,1,0.0,100000.0
30,4,1,0.0,100000.0
30,5,1,0.0,100000.0
31,1,1,0.0,100000.0
31,2,1,0.0,100000.0
31,3,1,0.0,100000.0
31,4,1,0.0,100000.0
31,5,1,0.0,100000.0
32,1,1,0.0,100000.0
32,2,1,0.0,100000.0
32,3,1,0.0,100000.0
32,4,1,0.0,100000.0
32,5,1,0.0,100000.0
33,1,1,0.0,100000.0
33,2,1,0.0,100000.0
33,3,1,0.0,100000.0
33,4,1,0.0,100000.0
33,5,1,0.0,100000.0
